File,StartLine,EndLine,ConfigExpr,ConfigList,ConfigValues,Effective
linux-6.18-rc3/arch/riscv/kernel/head.S,44,51,!(CONFIG_RISCV_M_MODE),CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,True
linux-6.18-rc3/arch/riscv/kernel/head.S,62,66,CONFIG_EFI,CONFIG_EFI,CONFIG_EFI=y,True
linux-6.18-rc3/arch/riscv/kernel/head.S,67,68,!(CONFIG_EFI),CONFIG_EFI,CONFIG_EFI=y,False
linux-6.18-rc3/arch/riscv/kernel/head.S,72,125,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/head.S,127,174,CONFIG_SMP,CONFIG_SMP,CONFIG_SMP=y,True
linux-6.18-rc3/arch/riscv/kernel/head.S,208,234,CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,False
linux-6.18-rc3/arch/riscv/kernel/head.S,235,238,!(CONFIG_RISCV_M_MODE),CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,True
linux-6.18-rc3/arch/riscv/kernel/head.S,251,276,CONFIG_RISCV_BOOT_SPINWAIT,CONFIG_RISCV_BOOT_SPINWAIT,CONFIG_RISCV_BOOT_SPINWAIT=y,True
linux-6.18-rc3/arch/riscv/kernel/head.S,279,288,CONFIG_XIP_KERNEL,CONFIG_XIP_KERNEL,CONFIG_XIP_KERNEL=unset,False
linux-6.18-rc3/arch/riscv/kernel/head.S,291,300,CONFIG_XIP_KERNEL,CONFIG_XIP_KERNEL,CONFIG_XIP_KERNEL=unset,False
linux-6.18-rc3/arch/riscv/kernel/head.S,312,314,CONFIG_BUILTIN_DTB,CONFIG_BUILTIN_DTB,CONFIG_BUILTIN_DTB=unset,False
linux-6.18-rc3/arch/riscv/kernel/head.S,315,316,!(CONFIG_BUILTIN_DTB),CONFIG_BUILTIN_DTB,CONFIG_BUILTIN_DTB=unset,True
linux-6.18-rc3/arch/riscv/kernel/head.S,322,325,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/head.S,335,336,CONFIG_KASAN,CONFIG_KASAN,CONFIG_KASAN=y,True
linux-6.18-rc3/arch/riscv/kernel/head.S,342,368,CONFIG_RISCV_BOOT_SPINWAIT,CONFIG_RISCV_BOOT_SPINWAIT,CONFIG_RISCV_BOOT_SPINWAIT=y,True
linux-6.18-rc3/arch/riscv/kernel/head.S,373,472,CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,False
linux-6.18-rc3/arch/riscv/kernel/vendor_extensions.c,17,18,CONFIG_RISCV_ISA_VENDOR_EXT_ANDES,CONFIG_RISCV_ISA_VENDOR_EXT_ANDES,CONFIG_RISCV_ISA_VENDOR_EXT_ANDES=y,True
linux-6.18-rc3/arch/riscv/kernel/vendor_extensions.c,20,21,CONFIG_RISCV_ISA_VENDOR_EXT_MIPS,CONFIG_RISCV_ISA_VENDOR_EXT_MIPS,CONFIG_RISCV_ISA_VENDOR_EXT_MIPS=y,True
linux-6.18-rc3/arch/riscv/kernel/vendor_extensions.c,23,24,CONFIG_RISCV_ISA_VENDOR_EXT_SIFIVE,CONFIG_RISCV_ISA_VENDOR_EXT_SIFIVE,CONFIG_RISCV_ISA_VENDOR_EXT_SIFIVE=y,True
linux-6.18-rc3/arch/riscv/kernel/vendor_extensions.c,26,27,CONFIG_RISCV_ISA_VENDOR_EXT_THEAD,CONFIG_RISCV_ISA_VENDOR_EXT_THEAD,CONFIG_RISCV_ISA_VENDOR_EXT_THEAD=y,True
linux-6.18-rc3/arch/riscv/kernel/alternative.c,34,37,CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,False
linux-6.18-rc3/arch/riscv/kernel/alternative.c,38,41,!(CONFIG_RISCV_M_MODE),CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,True
linux-6.18-rc3/arch/riscv/kernel/alternative.c,45,48,CONFIG_ERRATA_ANDES,CONFIG_ERRATA_ANDES,CONFIG_ERRATA_ANDES=y,True
linux-6.18-rc3/arch/riscv/kernel/alternative.c,50,53,CONFIG_ERRATA_MIPS,CONFIG_ERRATA_MIPS,CONFIG_ERRATA_MIPS=y,True
linux-6.18-rc3/arch/riscv/kernel/alternative.c,55,58,CONFIG_ERRATA_SIFIVE,CONFIG_ERRATA_SIFIVE,CONFIG_ERRATA_SIFIVE=y,True
linux-6.18-rc3/arch/riscv/kernel/alternative.c,60,63,CONFIG_ERRATA_THEAD,CONFIG_ERRATA_THEAD,CONFIG_ERRATA_THEAD=y,True
linux-6.18-rc3/arch/riscv/kernel/alternative.c,176,196,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/alternative.c,197,198,!(CONFIG_MMU),CONFIG_MMU,CONFIG_MMU=y,False
linux-6.18-rc3/arch/riscv/kernel/alternative.c,227,230,CONFIG_RISCV_ALTERNATIVE_EARLY,CONFIG_RISCV_ALTERNATIVE_EARLY,CONFIG_RISCV_ALTERNATIVE_EARLY=y,True
linux-6.18-rc3/arch/riscv/kernel/alternative.c,234,240,CONFIG_MODULES,CONFIG_MODULES,CONFIG_MODULES=y,True
linux-6.18-rc3/arch/riscv/kernel/suspend_entry.S,66,78,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/head.h,5,22,__ASM_HEAD_H,,,False
linux-6.18-rc3/arch/riscv/kernel/smpboot.c,68,116,CONFIG_ACPI,CONFIG_ACPI,CONFIG_ACPI=y,True
linux-6.18-rc3/arch/riscv/kernel/smpboot.c,117,118,!(CONFIG_ACPI),CONFIG_ACPI,CONFIG_ACPI=y,False
linux-6.18-rc3/arch/riscv/kernel/sbi.c,27,152,CONFIG_RISCV_SBI_V01,CONFIG_RISCV_SBI_V01,CONFIG_RISCV_SBI_V01=y,True
linux-6.18-rc3/arch/riscv/kernel/sbi.c,153,176,!(CONFIG_RISCV_SBI_V01),CONFIG_RISCV_SBI_V01,CONFIG_RISCV_SBI_V01=y,False
linux-6.18-rc3/arch/riscv/kernel/sbi.c,181,183,__riscv_xlen == 32,,,False
linux-6.18-rc3/arch/riscv/kernel/sbi.c,184,186,!(__riscv_xlen == 32),,,False
linux-6.18-rc3/arch/riscv/kernel/entry.S,108,118,CONFIG_64BIT,CONFIG_64BIT,CONFIG_64BIT=y,True
linux-6.18-rc3/arch/riscv/kernel/entry.S,123,128,CONFIG_VMAP_STACK,CONFIG_VMAP_STACK,CONFIG_VMAP_STACK=y,True
linux-6.18-rc3/arch/riscv/kernel/entry.S,174,176,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE=y,True
linux-6.18-rc3/arch/riscv/kernel/entry.S,215,218,CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,False
linux-6.18-rc3/arch/riscv/kernel/entry.S,219,220,!(CONFIG_RISCV_M_MODE),CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,True
linux-6.18-rc3/arch/riscv/kernel/entry.S,224,225,CONFIG_KSTACK_ERASE,CONFIG_KSTACK_ERASE,CONFIG_KSTACK_ERASE=y,True
linux-6.18-rc3/arch/riscv/kernel/entry.S,241,243,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE=y,True
linux-6.18-rc3/arch/riscv/kernel/entry.S,277,278,CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,False
linux-6.18-rc3/arch/riscv/kernel/entry.S,279,280,!(CONFIG_RISCV_M_MODE),CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,True
linux-6.18-rc3/arch/riscv/kernel/entry.S,286,320,CONFIG_VMAP_STACK,CONFIG_VMAP_STACK,CONFIG_VMAP_STACK=y,True
linux-6.18-rc3/arch/riscv/kernel/entry.S,339,373,CONFIG_IRQ_STACKS,CONFIG_IRQ_STACKS,CONFIG_IRQ_STACKS=y,True
linux-6.18-rc3/arch/riscv/kernel/entry.S,438,439,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/entry.S,465,469,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/compat_signal.c,48,96,CONFIG_FPU,CONFIG_FPU,CONFIG_FPU=y,True
linux-6.18-rc3/arch/riscv/kernel/compat_signal.c,97,99,!(CONFIG_FPU),CONFIG_FPU,CONFIG_FPU=y,False
linux-6.18-rc3/arch/riscv/kernel/compat_signal.c,236,239,COMPAT_DEBUG_SIG,,,False
linux-6.18-rc3/arch/riscv/kernel/cpu-hotplug.c,46,77,CONFIG_HOTPLUG_CPU,CONFIG_HOTPLUG_CPU,CONFIG_HOTPLUG_CPU=y,True
linux-6.18-rc3/arch/riscv/kernel/mcount.S,52,54,CONFIG_DYNAMIC_FTRACE,CONFIG_DYNAMIC_FTRACE,CONFIG_DYNAMIC_FTRACE=y,True
linux-6.18-rc3/arch/riscv/kernel/mcount.S,59,79,CONFIG_FUNCTION_GRAPH_TRACER,CONFIG_FUNCTION_GRAPH_TRACER,CONFIG_FUNCTION_GRAPH_TRACER=y,True
linux-6.18-rc3/arch/riscv/kernel/mcount.S,82,129,CONFIG_DYNAMIC_FTRACE,CONFIG_DYNAMIC_FTRACE,CONFIG_DYNAMIC_FTRACE=y,True
linux-6.18-rc3/arch/riscv/kernel/smp.c,89,107,CONFIG_KEXEC_CORE,CONFIG_KEXEC_CORE,CONFIG_KEXEC_CORE=y,True
linux-6.18-rc3/arch/riscv/kernel/smp.c,108,112,!(CONFIG_KEXEC_CORE),CONFIG_KEXEC_CORE,CONFIG_KEXEC_CORE=y,False
linux-6.18-rc3/arch/riscv/kernel/smp.c,125,129,CONFIG_IRQ_WORK,CONFIG_IRQ_WORK,CONFIG_IRQ_WORK=y,True
linux-6.18-rc3/arch/riscv/kernel/smp.c,153,156,CONFIG_GENERIC_CLOCKEVENTS_BROADCAST,CONFIG_GENERIC_CLOCKEVENTS_BROADCAST,CONFIG_GENERIC_CLOCKEVENTS_BROADCAST=y,True
linux-6.18-rc3/arch/riscv/kernel/smp.c,247,251,CONFIG_GENERIC_CLOCKEVENTS_BROADCAST,CONFIG_GENERIC_CLOCKEVENTS_BROADCAST,CONFIG_GENERIC_CLOCKEVENTS_BROADCAST=y,True
linux-6.18-rc3/arch/riscv/kernel/smp.c,279,334,CONFIG_KEXEC_CORE,CONFIG_KEXEC_CORE,CONFIG_KEXEC_CORE=y,True
linux-6.18-rc3/arch/riscv/kernel/smp.c,353,366,CONFIG_KGDB,CONFIG_KGDB,CONFIG_KGDB=y,True
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,23,103,CONFIG_FPU,CONFIG_FPU,CONFIG_FPU=y,True
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,104,121,!(CONFIG_FPU),CONFIG_FPU,CONFIG_FPU=y,False
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,193,212,CONFIG_RISCV_VECTOR_MISALIGNED,CONFIG_RISCV_VECTOR_MISALIGNED,CONFIG_RISCV_VECTOR_MISALIGNED=y,True
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,213,217,!(CONFIG_RISCV_VECTOR_MISALIGNED),CONFIG_RISCV_VECTOR_MISALIGNED,CONFIG_RISCV_VECTOR_MISALIGNED=y,False
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,246,251,defined(CONFIG_64BIT),CONFIG_64BIT,CONFIG_64BIT=y,False
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,264,272,defined(CONFIG_64BIT),CONFIG_64BIT,CONFIG_64BIT=y,False
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,289,296,defined(CONFIG_32BIT),CONFIG_32BIT,CONFIG_32BIT=unset,False
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,358,360,defined(CONFIG_64BIT),CONFIG_64BIT,CONFIG_64BIT=y,False
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,372,378,defined(CONFIG_64BIT),CONFIG_64BIT,CONFIG_64BIT=y,False
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,394,402,!defined(CONFIG_64BIT),CONFIG_64BIT,CONFIG_64BIT=y,False
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,454,498,CONFIG_RISCV_VECTOR_MISALIGNED,CONFIG_RISCV_VECTOR_MISALIGNED,CONFIG_RISCV_VECTOR_MISALIGNED=y,True
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,499,503,!(CONFIG_RISCV_VECTOR_MISALIGNED),CONFIG_RISCV_VECTOR_MISALIGNED,CONFIG_RISCV_VECTOR_MISALIGNED=y,False
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,518,573,CONFIG_RISCV_SCALAR_MISALIGNED,CONFIG_RISCV_SCALAR_MISALIGNED,CONFIG_RISCV_SCALAR_MISALIGNED=unset,False
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,574,582,!(CONFIG_RISCV_SCALAR_MISALIGNED),CONFIG_RISCV_SCALAR_MISALIGNED,CONFIG_RISCV_SCALAR_MISALIGNED=unset,True
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,587,616,CONFIG_RISCV_SBI,CONFIG_RISCV_SBI,CONFIG_RISCV_SBI=y,True
linux-6.18-rc3/arch/riscv/kernel/traps_misaligned.c,617,624,!(CONFIG_RISCV_SBI),CONFIG_RISCV_SBI,CONFIG_RISCV_SBI=y,False
linux-6.18-rc3/arch/riscv/kernel/perf_regs.c,31,32,__riscv_xlen == 64,,,False
linux-6.18-rc3/arch/riscv/kernel/perf_regs.c,33,34,!(__riscv_xlen == 64),,,False
linux-6.18-rc3/arch/riscv/kernel/probes/rethook.h,2,7,__RISCV_RETHOOK_H,,,False
